id,prompt,answer,category,num_examples,example_symbols,example_char_operation_mapping,example_char_operation_mapping_json,question_char_operation_mapping,question_char_operation_mapping_json,example_logic,question_logic,example_has_prefix,example_has_suffix,question_has_prefix,question_has_suffix,example_has_negative,question_is_negative,example_offset_summary_exact_op,example_offset_summary_family,question_offset,question_best_family,question_best_exact_op,New Operations,row_has_outlier_example,row_outlier_example_count,row_has_complex_example,row_complex_example_count,diff_example_prefix_when_positive,diff_example_suffix_when_positive,diff_example_prefix_only_negative,question_output_style,question_raw_answer,question_clean_answer
95cf11f5,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
13{15 = {27
51@17 = @33
47@55 = @07
57{65 = {121
Now, determine the result for: 28:41",1148,numeric_math_guess,4,{;@;@;{,"@: AbsDiff (pure, -1) ; {: Add (pure, -1)","{""{"": {""symbol"": ""{"", ""operation"": ""Add"", ""logic"": ""pure"", ""offset"": -1, ""support"": 2, ""candidate_count"": 19, ""best_candidates"": [[[""add"", ""direct"", -1], 2], [[""add-1"", ""direct"", -1], 2], [[""add+1"", ""direct"", -1], 2], [[""digit_add_mod10"", ""direct"", -1], 2], [[""cross_mul_rev"", ""direct"", -1], 2]]}, ""@"": {""symbol"": ""@"", ""operation"": ""AbsDiff"", ""logic"": ""pure"", ""offset"": -1, ""support"": 2, ""candidate_count"": 16, ""best_candidates"": [[[""absdiff"", ""direct"", -1], 2], [[""rabs"", ""direct"", -1], 2], [[""rsub"", ""direct"", -1], 2], [[""rmod"", ""direct"", -1], 2], [[""maxmodmin"", ""direct"", -1], 2]]}}",":: Mul (pure, 0)","{""symbol"": "":"", ""operation"": ""Mul"", ""logic"": ""pure"", ""offset"": 0, ""family"": ""mul""}",pure,pure,True,False,False,False,False,False,absdiff: -1; add: -1,add: -1; diff: -1,0,mul,Mul,Mul,False,0,True,2,True,False,False,plain,1148,1148
a60cdabb,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
91{42 = 48
68{42 = 25
95{11 = 83
69{46 = 22
Now, determine the result for: 96$79",7584,numeric_math_guess,4,{;{;{;{,"{: AbsDiff (pure, -1)","{""{"": {""symbol"": ""{"", ""operation"": ""AbsDiff"", ""logic"": ""pure"", ""offset"": -1, ""support"": 4, ""candidate_count"": 8, ""best_candidates"": [[[""absdiff"", ""direct"", -1], 4], [[""rabs"", ""direct"", -1], 4], [[""rsub"", ""direct"", -1], 4], [[""rmod"", ""direct"", -1], 4], [[""maxmodmin"", ""direct"", -1], 4]]}}","$: Mul (pure, 0)","{""symbol"": ""$"", ""operation"": ""Mul"", ""logic"": ""pure"", ""offset"": 0, ""family"": ""mul""}",pure,pure,False,False,False,False,False,False,absdiff: -1,diff: -1,0,mul,Mul,Mul,False,0,False,0,False,False,False,plain,7584,7584
4cf223e6,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
60&45 = 16
11&82 = 72
97<16 = 81
87<73 = 14
Now, determine the result for: 46[39",1794,numeric_math_guess,4,&;&;<;<,"&: AbsDiff (pure, 1) ; <: Sub (pure, 0)","{""&"": {""symbol"": ""&"", ""operation"": ""AbsDiff"", ""logic"": ""pure"", ""offset"": 1, ""support"": 2, ""candidate_count"": 22, ""best_candidates"": [[[""absdiff"", ""direct"", 1], 2], [[""rabs"", ""direct"", 1], 2], [[""rsub"", ""direct"", 1], 2], [[""rmod"", ""direct"", 1], 2], [[""maxmodmin"", ""direct"", 1], 2]]}, ""<"": {""symbol"": ""<"", ""operation"": ""Sub"", ""logic"": ""pure"", ""offset"": 0, ""support"": 2, ""candidate_count"": 14, ""best_candidates"": [[[""sub"", ""direct"", 0], 2], [[""sub-1"", ""direct"", 0], 2], [[""sub+1"", ""direct"", 0], 2], [[""absdiff"", ""direct"", 0], 2], [[""rabs"", ""direct"", 0], 2]]}}","[: Mul (pure, 0)","{""symbol"": ""["", ""operation"": ""Mul"", ""logic"": ""pure"", ""offset"": 0, ""family"": ""mul""}",pure,pure,False,False,False,False,False,False,absdiff: 1; sub: 0,diff: 1,0,mul,Mul,Mul,False,0,False,0,False,False,False,plain,1794,1794
fcdcbfc1,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
56@26 = 81
21.47 = 25
51@63 = 113
32.35 = 02
Now, determine the result for: 26;79",2054,numeric_math_guess,4,@;.;@;.,".: AbsDiff (pure, -1) ; @: Add (pure, -1)","{""."": {""symbol"": ""."", ""operation"": ""AbsDiff"", ""logic"": ""pure"", ""offset"": -1, ""support"": 2, ""candidate_count"": 14, ""best_candidates"": [[[""absdiff"", ""direct"", -1], 2], [[""rabs"", ""direct"", -1], 2], [[""rsub"", ""direct"", -1], 2], [[""rmod"", ""direct"", -1], 2], [[""maxmodmin"", ""direct"", -1], 2]]}, ""@"": {""symbol"": ""@"", ""operation"": ""Add"", ""logic"": ""pure"", ""offset"": -1, ""support"": 2, ""candidate_count"": 19, ""best_candidates"": [[[""add"", ""direct"", -1], 2], [[""add-1"", ""direct"", -1], 2], [[""add+1"", ""direct"", -1], 2], [[""digit_add_mod10"", ""direct"", -1], 2], [[""cross_mul_rev"", ""direct"", -1], 2]]}}",";: Mul (pure, 0)","{""symbol"": "";"", ""operation"": ""Mul"", ""logic"": ""pure"", ""offset"": 0, ""family"": ""mul""}",pure,pure,False,False,False,False,False,False,absdiff: -1; add: -1,add: -1; diff: -1,0,mul,Mul,Mul,False,0,True,2,False,False,False,plain,2054,2054
89911c52,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
21@60 = 60@
11<43 = 32<
78@25 = 53@
68<57 = 11<
Now, determine the result for: 96&96",1674,numeric_math_guess,4,@;<;@;<,"<: AbsDiff (reverse, 0) ; @: Sub (reverse, 0)","{""@"": {""symbol"": ""@"", ""operation"": ""Sub"", ""logic"": ""reverse"", ""offset"": 0, ""support"": 2, ""candidate_count"": 11, ""best_candidates"": [[[""sub"", ""reverse"", 0], 2], [[""sub-1"", ""reverse"", 0], 2], [[""sub+1"", ""reverse"", 0], 2], [[""absdiff"", ""reverse"", 0], 2], [[""rabs"", ""reverse"", 0], 2]]}, ""<"": {""symbol"": ""<"", ""operation"": ""AbsDiff"", ""logic"": ""reverse"", ""offset"": 0, ""support"": 2, ""candidate_count"": 21, ""best_candidates"": [[[""absdiff"", ""reverse"", 0], 2], [[""rabs"", ""reverse"", 0], 2], [[""rsub"", ""reverse"", 0], 2], [[""rmod"", ""reverse"", 0], 2], [[""maxmodmin"", ""reverse"", 0], 2]]}}","&: Mul (reverse, 0)","{""symbol"": ""&"", ""operation"": ""Mul"", ""logic"": ""reverse"", ""offset"": 0, ""family"": ""mul""}",reverse,reverse,False,True,False,False,False,False,absdiff: 0; sub: 0,diff: 0,0,mul,Mul,Mul,False,0,True,4,False,True,False,plain,1674,1674
2cd9f9b9,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
88~62 = ~16
45~14 = ~21
98~57 = ~31
37~66 = ~60
Now, determine the result for: 66@40",462,numeric_math_guess,4,~;~;~;~,"~: Sub (reverse, -1)","{""~"": {""symbol"": ""~"", ""operation"": ""Sub"", ""logic"": ""reverse"", ""offset"": -1, ""support"": 4, ""candidate_count"": 14, ""best_candidates"": [[[""sub"", ""reverse"", -1], 4], [[""sub-1"", ""reverse"", -1], 4], [[""sub+1"", ""reverse"", -1], 4], [[""absdiff"", ""reverse"", -1], 4], [[""rabs"", ""reverse"", -1], 4]]}}","@: Mul (reverse, 0)","{""symbol"": ""@"", ""operation"": ""Mul"", ""logic"": ""reverse"", ""offset"": 0, ""family"": ""mul""}",reverse,reverse,True,False,False,False,False,False,sub: -1,diff: -1,0,mul,Mul,Mul,False,0,True,4,True,False,False,plain,462,462
72804521,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
41%26 = %16
82%36 = %47
18&80 = &98
36&85 = &121
Now, determine the result for: 37?39",1443,numeric_math_guess,4,%;%;&;&,"%: Sub (pure, 1) ; &: Add (pure, 0)","{""&"": {""symbol"": ""&"", ""operation"": ""Add"", ""logic"": ""pure"", ""offset"": 0, ""support"": 2, ""candidate_count"": 13, ""best_candidates"": [[[""add"", ""direct"", 0], 2], [[""add-1"", ""direct"", 0], 2], [[""add+1"", ""direct"", 0], 2], [[""digit_add_mod10"", ""direct"", 0], 2], [[""cross_mul_rev"", ""direct"", 0], 2]]}, ""%"": {""symbol"": ""%"", ""operation"": ""Sub"", ""logic"": ""pure"", ""offset"": 1, ""support"": 2, ""candidate_count"": 7, ""best_candidates"": [[[""sub"", ""direct"", 1], 2], [[""sub-1"", ""direct"", 1], 2], [[""sub+1"", ""direct"", 1], 2], [[""absdiff"", ""direct"", 1], 2], [[""rabs"", ""direct"", 1], 2]]}}","?: Mul (pure, 0)","{""symbol"": ""?"", ""operation"": ""Mul"", ""logic"": ""pure"", ""offset"": 0, ""family"": ""mul""}",pure,pure,True,False,False,False,False,False,add: 0; sub: 1,add: 0; diff: 1,0,mul,Mul,Mul,False,0,True,1,True,False,False,plain,1443,1443
f142d434,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
55(40 = 15
85(51 = 34
12(32 = 20
43(16 = 27
Now, determine the result for: 26#63",1638,numeric_math_guess,4,(;(;(;(,"(: AbsDiff (pure, 0)","{""("": {""symbol"": ""("", ""operation"": ""AbsDiff"", ""logic"": ""pure"", ""offset"": 0, ""support"": 4, ""candidate_count"": 19, ""best_candidates"": [[[""absdiff"", ""direct"", 0], 4], [[""rabs"", ""direct"", 0], 4], [[""rsub"", ""direct"", 0], 4], [[""rmod"", ""direct"", 0], 4], [[""maxmodmin"", ""direct"", 0], 4]]}}","#: Mul (pure, 0)","{""symbol"": ""#"", ""operation"": ""Mul"", ""logic"": ""pure"", ""offset"": 0, ""family"": ""mul""}",pure,pure,False,False,False,False,False,False,absdiff: 0,diff: 0,0,mul,Mul,Mul,False,0,False,0,False,False,False,plain,1638,1638
7ab4858b,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
66}19 = 47
20?51 = 70
87}28 = 59
Now, determine the result for: 18<26",468,numeric_math_guess,3,};?;},"?: Add (pure, -1) ; }: Sub (pure, 0)","{""}"": {""symbol"": ""}"", ""operation"": ""Sub"", ""logic"": ""pure"", ""offset"": 0, ""support"": 2, ""candidate_count"": 11, ""best_candidates"": [[[""sub"", ""direct"", 0], 2], [[""sub-1"", ""direct"", 0], 2], [[""sub+1"", ""direct"", 0], 2], [[""absdiff"", ""direct"", 0], 2], [[""rabs"", ""direct"", 0], 2]]}, ""?"": {""symbol"": ""?"", ""operation"": ""Add"", ""logic"": ""pure"", ""offset"": -1, ""support"": 1, ""candidate_count"": 22, ""best_candidates"": [[[""add"", ""direct"", -1], 1], [[""add-1"", ""direct"", -1], 1], [[""add+1"", ""direct"", -1], 1], [[""digit_add_mod10"", ""direct"", -1], 1], [[""cross_mul_rev"", ""direct"", -1], 1]]}}","<: Mul (pure, 0)","{""symbol"": ""<"", ""operation"": ""Mul"", ""logic"": ""pure"", ""offset"": 0, ""family"": ""mul""}",pure,pure,False,False,False,False,False,False,add: -1; sub: 0,add: -1; diff: 0,0,mul,Mul,Mul,False,0,False,0,False,False,False,plain,468,468
5ca543ae,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
68@61 = 96@
63@22 = 31@
50.64 = 04.
50.95 = 35.
Now, determine the result for: 42;57",81,numeric_math_guess,4,@;@;.;.,".: AbsDiff (reverse, -1) ; @: Sub (reverse, -1)","{""@"": {""symbol"": ""@"", ""operation"": ""Sub"", ""logic"": ""reverse"", ""offset"": -1, ""support"": 2, ""candidate_count"": 7, ""best_candidates"": [[[""sub"", ""reverse"", -1], 2], [[""sub-1"", ""reverse"", -1], 2], [[""sub+1"", ""reverse"", -1], 2], [[""absdiff"", ""reverse"", -1], 2], [[""rabs"", ""reverse"", -1], 2]]}, ""."": {""symbol"": ""."", ""operation"": ""AbsDiff"", ""logic"": ""reverse"", ""offset"": -1, ""support"": 2, ""candidate_count"": 24, ""best_candidates"": [[[""absdiff"", ""reverse"", -1], 2], [[""rabs"", ""reverse"", -1], 2], [[""rsub"", ""reverse"", -1], 2], [[""rmod"", ""reverse"", -1], 2], [[""maxmodmin"", ""reverse"", -1], 2]]}}",";: Mul (reverse, 0)","{""symbol"": "";"", ""operation"": ""Mul"", ""logic"": ""reverse"", ""offset"": 0, ""family"": ""mul""}",reverse,reverse,False,True,False,False,False,False,absdiff: -1; sub: -1,diff: -1,0,mul,Mul,Mul,False,0,True,4,False,True,False,plain,81,81
7f6ab1a0,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
81}17 = 98}
85}81 = 67}
81}52 = 34}
Now, determine the result for: 95!25",8603,numeric_math_guess,3,};};},"}: Add (reverse, 0)","{""}"": {""symbol"": ""}"", ""operation"": ""Add"", ""logic"": ""reverse"", ""offset"": 0, ""support"": 3, ""candidate_count"": 16, ""best_candidates"": [[[""add"", ""reverse"", 0], 3], [[""add-1"", ""reverse"", 0], 3], [[""add+1"", ""reverse"", 0], 3], [[""digit_add_mod10"", ""reverse"", 0], 3], [[""cross_mul_rev"", ""reverse"", 0], 3]]}}","!: Mul (reverse, 0)","{""symbol"": ""!"", ""operation"": ""Mul"", ""logic"": ""reverse"", ""offset"": 0, ""family"": ""mul""}",reverse,reverse,False,True,False,False,False,False,add: 0,add: 0,0,mul,Mul,Mul,False,0,True,3,False,True,False,plain,8603,8603
e9794d8b,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
61]18 = 46
28#91 = 26
13]21 = 81
77#37 = 30
Now, determine the result for: 58`63",603,numeric_math_guess,4,];#;];#,"#: Sub (reverse, -1) ; ]: AbsDiff (reverse, -1)","{""]"": {""symbol"": ""]"", ""operation"": ""AbsDiff"", ""logic"": ""reverse"", ""offset"": -1, ""support"": 2, ""candidate_count"": 17, ""best_candidates"": [[[""absdiff"", ""reverse"", -1], 2], [[""rabs"", ""reverse"", -1], 2], [[""rsub"", ""reverse"", -1], 2], [[""rmod"", ""reverse"", -1], 2], [[""maxmodmin"", ""reverse"", -1], 2]]}, ""#"": {""symbol"": ""#"", ""operation"": ""Sub"", ""logic"": ""reverse"", ""offset"": -1, ""support"": 2, ""candidate_count"": 13, ""best_candidates"": [[[""sub"", ""reverse"", -1], 2], [[""sub-1"", ""reverse"", -1], 2], [[""sub+1"", ""reverse"", -1], 2], [[""absdiff"", ""reverse"", -1], 2], [[""rabs"", ""reverse"", -1], 2]]}}","`: Mul (reverse, 0)","{""symbol"": ""`"", ""operation"": ""Mul"", ""logic"": ""reverse"", ""offset"": 0, ""family"": ""mul""}",reverse,reverse,False,False,False,False,False,False,absdiff: -1; sub: -1,diff: -1,0,mul,Mul,Mul,False,0,True,4,False,False,False,plain,603,603
049f61c0,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
94#64 = 157
72#87 = 158
66`63 = 03
44`37 = 07
Now, determine the result for: 75(24",1800,numeric_math_guess,4,#;#;`;`,"#: Add (pure, -1) ; `: AbsDiff (pure, 0)","{""`"": {""symbol"": ""`"", ""operation"": ""AbsDiff"", ""logic"": ""pure"", ""offset"": 0, ""support"": 2, ""candidate_count"": 14, ""best_candidates"": [[[""absdiff"", ""direct"", 0], 2], [[""rabs"", ""direct"", 0], 2], [[""rsub"", ""direct"", 0], 2], [[""rmod"", ""direct"", 0], 2], [[""maxmodmin"", ""direct"", 0], 2]]}, ""#"": {""symbol"": ""#"", ""operation"": ""Add"", ""logic"": ""pure"", ""offset"": -1, ""support"": 2, ""candidate_count"": 16, ""best_candidates"": [[[""add"", ""direct"", -1], 2], [[""add-1"", ""direct"", -1], 2], [[""add+1"", ""direct"", -1], 2], [[""digit_add_mod10"", ""direct"", -1], 2], [[""cross_mul_rev"", ""direct"", -1], 2]]}}","(: Mul (pure, 0)","{""symbol"": ""("", ""operation"": ""Mul"", ""logic"": ""pure"", ""offset"": 0, ""family"": ""mul""}",pure,pure,False,False,False,False,False,False,absdiff: 0; add: -1,add: -1; diff: 0,0,mul,Mul,Mul,False,0,True,4,False,False,False,plain,1800,1800
5937fc72,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
37^27 = 09
42`47 = 06
51^25 = 25
10`73 = 64
Now, determine the result for: 65.32",2080,numeric_math_guess,4,^;`;^;`,"^: Sub (pure, -1) ; `: AbsDiff (pure, 1)","{""`"": {""symbol"": ""`"", ""operation"": ""AbsDiff"", ""logic"": ""pure"", ""offset"": 1, ""support"": 2, ""candidate_count"": 7, ""best_candidates"": [[[""absdiff"", ""direct"", 1], 2], [[""rabs"", ""direct"", 1], 2], [[""rsub"", ""direct"", 1], 2], [[""rmod"", ""direct"", 1], 2], [[""maxmodmin"", ""direct"", 1], 2]]}, ""^"": {""symbol"": ""^"", ""operation"": ""Sub"", ""logic"": ""pure"", ""offset"": -1, ""support"": 2, ""candidate_count"": 15, ""best_candidates"": [[[""sub"", ""direct"", -1], 2], [[""sub-1"", ""direct"", -1], 2], [[""sub+1"", ""direct"", -1], 2], [[""absdiff"", ""direct"", -1], 2], [[""rabs"", ""direct"", -1], 2]]}}",".: Mul (pure, 0)","{""symbol"": ""."", ""operation"": ""Mul"", ""logic"": ""pure"", ""offset"": 0, ""family"": ""mul""}",pure,pure,False,False,False,False,False,False,absdiff: 1; sub: -1,diff: 1,0,mul,Mul,Mul,False,0,True,2,False,False,False,plain,2080,2080
ca111368,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
91`63 = `154
47{24 = {24
61{12 = {50
51`31 = `82
89`68 = `157
Now, determine the result for: 98?56",5488,numeric_math_guess,5,`;{;{;`;`,"`: Add (pure, 0) ; {: Sub (pure, 1)","{""`"": {""symbol"": ""`"", ""operation"": ""Add"", ""logic"": ""pure"", ""offset"": 0, ""support"": 3, ""candidate_count"": 5, ""best_candidates"": [[[""add"", ""direct"", 0], 3], [[""add-1"", ""direct"", 0], 3], [[""add+1"", ""direct"", 0], 3], [[""digit_add_mod10"", ""direct"", 0], 3], [[""cross_mul_rev"", ""direct"", 0], 3]]}, ""{"": {""symbol"": ""{"", ""operation"": ""Sub"", ""logic"": ""pure"", ""offset"": 1, ""support"": 2, ""candidate_count"": 16, ""best_candidates"": [[[""sub"", ""direct"", 1], 2], [[""sub-1"", ""direct"", 1], 2], [[""sub+1"", ""direct"", 1], 2], [[""absdiff"", ""direct"", 1], 2], [[""rabs"", ""direct"", 1], 2]]}}","?: Mul (pure, 0)","{""symbol"": ""?"", ""operation"": ""Mul"", ""logic"": ""pure"", ""offset"": 0, ""family"": ""mul""}",pure,pure,True,False,False,False,False,False,add: 0; sub: 1,add: 0; diff: 1,0,mul,Mul,Mul,False,0,True,2,True,False,False,plain,5488,5488
0cb54cdd,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
91]24 = 66
77]75 = 01
34(54 = 89
54(92 = 147
Now, determine the result for: 28{40",1120,numeric_math_guess,4,];];(;(,"(: Add (pure, 1) ; ]: AbsDiff (pure, -1)","{""]"": {""symbol"": ""]"", ""operation"": ""AbsDiff"", ""logic"": ""pure"", ""offset"": -1, ""support"": 2, ""candidate_count"": 6, ""best_candidates"": [[[""absdiff"", ""direct"", -1], 2], [[""rabs"", ""direct"", -1], 2], [[""rsub"", ""direct"", -1], 2], [[""rmod"", ""direct"", -1], 2], [[""maxmodmin"", ""direct"", -1], 2]]}, ""("": {""symbol"": ""("", ""operation"": ""Add"", ""logic"": ""pure"", ""offset"": 1, ""support"": 2, ""candidate_count"": 7, ""best_candidates"": [[[""add"", ""direct"", 1], 2], [[""add-1"", ""direct"", 1], 2], [[""add+1"", ""direct"", 1], 2], [[""digit_add_mod10"", ""direct"", 1], 2], [[""cross_mul_rev"", ""direct"", 1], 2]]}}","{: Mul (pure, 0)","{""symbol"": ""{"", ""operation"": ""Mul"", ""logic"": ""pure"", ""offset"": 0, ""family"": ""mul""}",pure,pure,False,False,False,False,False,False,absdiff: -1; add: 1,add: 1; diff: -1,0,mul,Mul,Mul,False,0,True,2,False,False,False,plain,1120,1120
0f4ad42c,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
82!92 = !10
91!89 = !97
51!90 = !60
50!29 = !78
Now, determine the result for: 66$18",6435,numeric_math_guess,4,!;!;!;!,"!: AbsDiff (reverse, 0)","{""!"": {""symbol"": ""!"", ""operation"": ""AbsDiff"", ""logic"": ""reverse"", ""offset"": 0, ""support"": 4, ""candidate_count"": 18, ""best_candidates"": [[[""absdiff"", ""reverse"", 0], 4], [[""rabs"", ""reverse"", 0], 4], [[""rsub"", ""reverse"", 0], 4], [[""rmod"", ""reverse"", 0], 4], [[""maxmodmin"", ""reverse"", 0], 4]]}}","$: Mul (reverse, 0)","{""symbol"": ""$"", ""operation"": ""Mul"", ""logic"": ""reverse"", ""offset"": 0, ""family"": ""mul""}",reverse,reverse,True,False,False,False,False,False,absdiff: 0,diff: 0,0,mul,Mul,Mul,False,0,True,4,True,False,False,plain,6435,6435
fc988228,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
92?32 = 60
15?41 = 73
66?66 = 00
77?76 = 01
Now, determine the result for: 88&30",462,numeric_math_guess,4,?;?;?;?,"?: Sub (reverse, 0)","{""?"": {""symbol"": ""?"", ""operation"": ""Sub"", ""logic"": ""reverse"", ""offset"": 0, ""support"": 4, ""candidate_count"": 14, ""best_candidates"": [[[""sub"", ""reverse"", 0], 4], [[""sub-1"", ""reverse"", 0], 4], [[""sub+1"", ""reverse"", 0], 4], [[""absdiff"", ""reverse"", 0], 4], [[""rabs"", ""reverse"", 0], 4]]}}","&: Mul (reverse, 0)","{""symbol"": ""&"", ""operation"": ""Mul"", ""logic"": ""reverse"", ""offset"": 0, ""family"": ""mul""}",reverse,reverse,False,False,False,False,False,False,sub: 0,diff: 0,0,mul,Mul,Mul,False,0,True,4,False,False,False,plain,462,462
e438335c,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
81)58 = 401
92)52 = 55
26.95 = 30
99.97 = 02
Now, determine the result for: 77]21",429,numeric_math_guess,4,););.;.,"): Add (reverse, 1) ; .: Sub (reverse, 0)","{""."": {""symbol"": ""."", ""operation"": ""Sub"", ""logic"": ""reverse"", ""offset"": 0, ""support"": 2, ""candidate_count"": 23, ""best_candidates"": [[[""sub"", ""reverse"", 0], 2], [[""sub-1"", ""reverse"", 0], 2], [[""sub+1"", ""reverse"", 0], 2], [[""absdiff"", ""reverse"", 0], 2], [[""rabs"", ""reverse"", 0], 2]]}, "")"": {""symbol"": "")"", ""operation"": ""Add"", ""logic"": ""reverse"", ""offset"": 1, ""support"": 2, ""candidate_count"": 24, ""best_candidates"": [[[""add"", ""reverse"", 1], 2], [[""add-1"", ""reverse"", 1], 2], [[""add+1"", ""reverse"", 1], 2], [[""digit_add_mod10"", ""reverse"", 1], 2], [[""cross_mul_rev"", ""reverse"", 1], 2]]}}","]: Mul (reverse, 0)","{""symbol"": ""]"", ""operation"": ""Mul"", ""logic"": ""reverse"", ""offset"": 0, ""family"": ""mul""}",reverse,reverse,False,False,False,False,False,False,add: 1; sub: 0,add: 1; diff: 0,0,mul,Mul,Mul,False,0,True,4,False,False,False,plain,429,429
958e9636,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
95(20 = 75
77(56 = 21
18(77 = 40
79(74 = 05
74(80 = 93
Now, determine the result for: 12[59",5991,numeric_math_guess,5,(;(;(;(;(,"(: Sub (reverse, 0)","{""("": {""symbol"": ""("", ""operation"": ""Sub"", ""logic"": ""reverse"", ""offset"": 0, ""support"": 5, ""candidate_count"": 18, ""best_candidates"": [[[""sub"", ""reverse"", 0], 5], [[""sub-1"", ""reverse"", 0], 5], [[""sub+1"", ""reverse"", 0], 5], [[""absdiff"", ""reverse"", 0], 5], [[""rabs"", ""reverse"", 0], 5]]}}","[: Mul (reverse, 0)","{""symbol"": ""["", ""operation"": ""Mul"", ""logic"": ""reverse"", ""offset"": 0, ""family"": ""mul""}",reverse,reverse,False,False,False,False,False,False,sub: 0,diff: 0,0,mul,Mul,Mul,False,0,True,5,False,False,False,plain,5991,5991
44224c09,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
55!79 = 134
53!92 = 145
32]97 = 66
69]99 = 31
Now, determine the result for: 71[90",6390,numeric_math_guess,4,!;!;];],"!: Add (pure, 0) ; ]: AbsDiff (pure, 1)","{""]"": {""symbol"": ""]"", ""operation"": ""AbsDiff"", ""logic"": ""pure"", ""offset"": 1, ""support"": 2, ""candidate_count"": 8, ""best_candidates"": [[[""absdiff"", ""direct"", 1], 2], [[""rabs"", ""direct"", 1], 2], [[""rsub"", ""direct"", 1], 2], [[""rmod"", ""direct"", 1], 2], [[""maxmodmin"", ""direct"", 1], 2]]}, ""!"": {""symbol"": ""!"", ""operation"": ""Add"", ""logic"": ""pure"", ""offset"": 0, ""support"": 2, ""candidate_count"": 7, ""best_candidates"": [[[""add"", ""direct"", 0], 2], [[""add-1"", ""direct"", 0], 2], [[""add+1"", ""direct"", 0], 2], [[""digit_add_mod10"", ""direct"", 0], 2], [[""cross_mul_rev"", ""direct"", 0], 2]]}}","[: Mul (pure, 0)","{""symbol"": ""["", ""operation"": ""Mul"", ""logic"": ""pure"", ""offset"": 0, ""family"": ""mul""}",pure,pure,False,False,False,False,False,False,absdiff: 1; add: 0,add: 0; diff: 1,0,mul,Mul,Mul,False,0,True,2,False,False,False,plain,6390,6390
63b62cee,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
92^34 = 127
46!55 = 10
16^93 = 110
52!44 = 09
Now, determine the result for: 25`57",1425,numeric_math_guess,4,^;!;^;!,"!: AbsDiff (pure, 1) ; ^: Add (pure, 1)","{""^"": {""symbol"": ""^"", ""operation"": ""Add"", ""logic"": ""pure"", ""offset"": 1, ""support"": 2, ""candidate_count"": 16, ""best_candidates"": [[[""add"", ""direct"", 1], 2], [[""add-1"", ""direct"", 1], 2], [[""add+1"", ""direct"", 1], 2], [[""digit_add_mod10"", ""direct"", 1], 2], [[""cross_mul_rev"", ""direct"", 1], 2]]}, ""!"": {""symbol"": ""!"", ""operation"": ""AbsDiff"", ""logic"": ""pure"", ""offset"": 1, ""support"": 2, ""candidate_count"": 15, ""best_candidates"": [[[""absdiff"", ""direct"", 1], 2], [[""rabs"", ""direct"", 1], 2], [[""rsub"", ""direct"", 1], 2], [[""rmod"", ""direct"", 1], 2], [[""maxmodmin"", ""direct"", 1], 2]]}}","`: Mul (pure, 0)","{""symbol"": ""`"", ""operation"": ""Mul"", ""logic"": ""pure"", ""offset"": 0, ""family"": ""mul""}",pure,pure,False,False,False,False,False,False,absdiff: 1; add: 1,add: 1; diff: 1,0,mul,Mul,Mul,False,0,True,3,False,False,False,plain,1425,1425
